2025/08/19 00:02:04,EFEMScheduler,Transport,Cmd=1: UnitNo=5: Slot=1:1:2605
2025/08/19 00:02:04,EFEM Robot,Send Command,GET,05,01,1,0
2025/08/19 00:02:11,EFEMScheduler,Plus Step,SlotNo:30 Step:7
2025/08/19 00:02:11,EFEMScheduler,Plus Step,RESULT ROUTE:,130GA,330PA,330GA,630PA, 530GA
2025/08/19 00:02:11,EFEMScheduler,Transport,TransComplete Unit:5 Slot:2605
2025/08/19 00:02:11,EFEMScheduler,Transport,Exchange:,Unit:1,Slot:30,Work:2605,GetHand: 2,PutHand: 1
2025/08/19 00:02:11,EFEMScheduler,Transport,Setup Hnadoff Unit=1 Slot=43
2025/08/19 00:02:11,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:02:11,EFEMScheduler,Transport,Cmd=1: UnitNo=1: Slot=43:2:2618
2025/08/19 00:02:11,EFEM Robot,Send Command,GET,02,18,2,0
2025/08/19 00:02:17,EFEMScheduler,Plus Step,SlotNo:43 Step:3
2025/08/19 00:02:17,EFEMScheduler,Plus Step,RESULT ROUTE:, 143GB
2025/08/19 00:02:17,EFEMScheduler,Transport,TransComplete Unit:1 Slot:2618
2025/08/19 00:02:17,EFEMScheduler,Transport,Setup Hnadoff Unit=1 Slot=30
2025/08/19 00:02:18,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:02:18,EFEMScheduler,Transport,Cmd=2: UnitNo=1: Slot=30:1:2605
2025/08/19 00:02:18,EFEM Robot,Send Command,PUT,02,05,1,0
2025/08/19 00:02:23,EFEMScheduler,Plus Step,SlotNo:30 Step:8
2025/08/19 00:02:23,EFEMScheduler,Plus Step,RESULT ROUTE:,130GA,330PA,330GA,630PA,530GA, 130PA
2025/08/19 00:02:23,EFEMScheduler,Transport,TransComplete Unit:1 Slot:2605
2025/08/19 00:02:23,EFEMScheduler,Transport,Setup Hnadoff Unit=3 Slot=18
2025/08/19 00:02:23,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:02:23,EFEMScheduler,Transport,Cmd=2: UnitNo=3: Slot=18:2:2618
2025/08/19 00:02:23,EFEM Robot,Send Command,PUT,03,01,2,0
2025/08/19 00:02:29,EFEMScheduler,Plus Step,SlotNo:43 Step:4
2025/08/19 00:02:29,EFEMScheduler,Plus Step,RESULT ROUTE:,143GB, 343PB
2025/08/19 00:02:29,EFEMScheduler,Transport,TransComplete Unit:3 Slot:2618
2025/08/19 00:09:29,EFEMScheduler,Transport,Setup Hnadoff Unit=3 Slot=1
2025/08/19 00:09:29,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:09:29,EFEMScheduler,Transport,Cmd=1: UnitNo=3: Slot=1:1:2618
2025/08/19 00:09:29,EFEM Robot,Send Command,GET,03,01,1,0
2025/08/19 00:09:35,EFEMScheduler,Plus Step,SlotNo:43 Step:5
2025/08/19 00:09:35,EFEMScheduler,Plus Step,RESULT ROUTE:,143GB,343PB, 343GA
2025/08/19 00:09:35,EFEMScheduler,Transport,TransComplete Unit:3 Slot:2618
2025/08/19 00:09:35,EFEMScheduler,Transport,EXC-SET
2025/08/19 00:09:35,EFEMScheduler,Transport,Setup Hnadoff Unit=6 Slot=18
2025/08/19 00:09:36,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:09:36,EFEMScheduler,Transport,Cmd=2: UnitNo=6: Slot=18:1:2618
2025/08/19 00:09:36,EFEM Robot,Send Command,PUT,06,01,1,0
2025/08/19 00:09:36,EFEMScheduler,Sim Interface,Running
2025/08/19 00:09:36,EFEMScheduler,Sim Interface,Check Point 1 Delete Folder C:\D2216\SmartVirtualTrimmer1.07\AppData\BeamData Data Count = 1
2025/08/19 00:09:36,EFEMScheduler,Sim Interface,Check Point 2 File Copy Source = C:\BeamData\0818 BeamProfile.csv  Target = C:\D2216\SmartVirtualTrimmer1.07\AppData\BeamData\0818 BeamProfile.csv
2025/08/19 00:09:37,EFEMScheduler,Sim Interface,Check Point 3 Make Dir = C:\Measure\Bak\LotID_095055\2618_0819000936
2025/08/19 00:09:37,EFEMScheduler,Sim Interface,Check Point 4 File Copy Source = C:\BeamData\0818 BeamProfile.csv  Target Folder = C:\Measure\Bak\LotID_095055\2618_0819000936\0818 BeamProfile
2025/08/19 00:09:37,EFEMScheduler,Sim Interface,Delete file ResultC:\D2216\SmartVirtualTrimmer1.07\AppData\Results\20250819T000153.csv
2025/08/19 00:09:37,EFEMScheduler,Sim Interface,Delete file Wafer:C:\D2216\SmartVirtualTrimmer1.07\AppData\WaferData\1417.csv
2025/08/19 00:09:37,EFEMScheduler,Sim Interface,File Copy Wafer:C:\D2216\ThicknessInfo\1418.csv > C:\D2216\SmartVirtualTrimmer1.07\AppData\WaferData\1418.csv
2025/08/19 00:09:37,EFEMScheduler,Sim Interface,File Copy Bak:C:\D2216\ThicknessInfo\1418.csv > C:\Measure\Bak\LotID_095055\2618_0819000936\1418.csv
2025/08/19 00:09:37,EFEMScheduler,Sim Interface,Delete file4:C:\D2216\SmartVirtualTrimmer1.07\AppData\GenRecipe\Recipe_auto_47-2617.csv
2025/08/19 00:09:37,EFEMScheduler,Sim Interface,Simulation START.txt Sim 2618
2025/08/19 00:09:42,EFEMScheduler,Sim Interface,File Copy Bak nResult:C:\D2216\SmartVirtualTrimmer1.07\AppData\Results\20250819T000942.csv > C:\Measure\Bak\LotID_095055\2618_0819000936\nResult.csv
2025/08/19 00:09:42,EFEMScheduler,Sim Interface,Scan Count Mode: ManualMode
2025/08/19 00:09:42,EFEMScheduler,Sim Interface,Scan Count : 1
2025/08/19 00:09:42,EFEMScheduler,Sim Interface,Process Complete1 Sim
2025/08/19 00:09:52,EFEMScheduler,Plus Step,SlotNo:43 Step:6
2025/08/19 00:09:52,EFEMScheduler,Plus Step,RESULT ROUTE:,143GB,343PB,343GA, 643PA
2025/08/19 00:09:52,EFEMScheduler,Transport,TransComplete Unit:6 Slot:2618
2025/08/19 00:09:52,EFEMScheduler,Transport,Setup Hnadoff Unit=5 Slot=1
2025/08/19 00:09:52,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:09:52,EFEMScheduler,Transport,Cmd=1: UnitNo=5: Slot=1:1:2606
2025/08/19 00:09:52,EFEM Robot,Send Command,GET,05,01,1,0
2025/08/19 00:09:59,EFEMScheduler,Plus Step,SlotNo:31 Step:7
2025/08/19 00:09:59,EFEMScheduler,Plus Step,RESULT ROUTE:,131GB,331PB,331GA,631PA, 531GA
2025/08/19 00:09:59,EFEMScheduler,Transport,TransComplete Unit:5 Slot:2606
2025/08/19 00:09:59,EFEMScheduler,Transport,Exchange:,Unit:1,Slot:31,Work:2606,GetHand: 2,PutHand: 1
2025/08/19 00:09:59,EFEMScheduler,Transport,Setup Hnadoff Unit=1 Slot=44
2025/08/19 00:09:59,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:09:59,EFEMScheduler,Transport,Cmd=1: UnitNo=1: Slot=44:2:2619
2025/08/19 00:09:59,EFEM Robot,Send Command,GET,02,19,2,0
2025/08/19 00:10:06,EFEMScheduler,Plus Step,SlotNo:44 Step:3
2025/08/19 00:10:06,EFEMScheduler,Plus Step,RESULT ROUTE:, 144GB
2025/08/19 00:10:06,EFEMScheduler,Transport,TransComplete Unit:1 Slot:2619
2025/08/19 00:10:06,EFEMScheduler,Transport,Setup Hnadoff Unit=1 Slot=31
2025/08/19 00:10:06,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:10:06,EFEMScheduler,Transport,Cmd=2: UnitNo=1: Slot=31:1:2606
2025/08/19 00:10:06,EFEM Robot,Send Command,PUT,02,06,1,0
2025/08/19 00:10:11,EFEMScheduler,Plus Step,SlotNo:31 Step:8
2025/08/19 00:10:11,EFEMScheduler,Plus Step,RESULT ROUTE:,131GB,331PB,331GA,631PA,531GA, 131PA
2025/08/19 00:10:11,EFEMScheduler,Transport,TransComplete Unit:1 Slot:2606
2025/08/19 00:10:11,EFEMScheduler,Transport,Setup Hnadoff Unit=3 Slot=19
2025/08/19 00:10:11,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:10:11,EFEMScheduler,Transport,Cmd=2: UnitNo=3: Slot=19:2:2619
2025/08/19 00:10:11,EFEM Robot,Send Command,PUT,03,01,2,0
2025/08/19 00:10:17,EFEMScheduler,Plus Step,SlotNo:44 Step:4
2025/08/19 00:10:17,EFEMScheduler,Plus Step,RESULT ROUTE:,144GB, 344PB
2025/08/19 00:10:17,EFEMScheduler,Transport,TransComplete Unit:3 Slot:2619
2025/08/19 00:15:15,EFEMScheduler,Transport,Setup Hnadoff Unit=3 Slot=1
2025/08/19 00:15:15,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:15:15,EFEMScheduler,Transport,Cmd=1: UnitNo=3: Slot=1:1:2619
2025/08/19 00:15:15,EFEM Robot,Send Command,GET,03,01,1,0
2025/08/19 00:15:22,EFEMScheduler,Plus Step,SlotNo:44 Step:5
2025/08/19 00:15:22,EFEMScheduler,Plus Step,RESULT ROUTE:,144GB,344PB, 344GA
2025/08/19 00:15:22,EFEMScheduler,Transport,TransComplete Unit:3 Slot:2619
2025/08/19 00:15:22,EFEMScheduler,Transport,EXC-SET
2025/08/19 00:15:22,EFEMScheduler,Transport,Setup Hnadoff Unit=6 Slot=19
2025/08/19 00:15:22,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:15:22,EFEMScheduler,Transport,Cmd=2: UnitNo=6: Slot=19:1:2619
2025/08/19 00:15:22,EFEM Robot,Send Command,PUT,06,01,1,0
2025/08/19 00:15:22,EFEMScheduler,Sim Interface,Running
2025/08/19 00:15:22,EFEMScheduler,Sim Interface,Check Point 1 Delete Folder C:\D2216\SmartVirtualTrimmer1.07\AppData\BeamData Data Count = 1
2025/08/19 00:15:22,EFEMScheduler,Sim Interface,Check Point 2 File Copy Source = C:\BeamData\0818 BeamProfile.csv  Target = C:\D2216\SmartVirtualTrimmer1.07\AppData\BeamData\0818 BeamProfile.csv
2025/08/19 00:15:22,EFEMScheduler,Sim Interface,Check Point 3 Make Dir = C:\Measure\Bak\LotID_095055\2619_0819001522
2025/08/19 00:15:23,EFEMScheduler,Sim Interface,Check Point 4 File Copy Source = C:\BeamData\0818 BeamProfile.csv  Target Folder = C:\Measure\Bak\LotID_095055\2619_0819001522\0818 BeamProfile
2025/08/19 00:15:23,EFEMScheduler,Sim Interface,Delete file ResultC:\D2216\SmartVirtualTrimmer1.07\AppData\Results\20250819T000942.csv
2025/08/19 00:15:23,EFEMScheduler,Sim Interface,Delete file Wafer:C:\D2216\SmartVirtualTrimmer1.07\AppData\WaferData\1418.csv
2025/08/19 00:15:23,EFEMScheduler,Sim Interface,File Copy Wafer:C:\D2216\ThicknessInfo\1419.csv > C:\D2216\SmartVirtualTrimmer1.07\AppData\WaferData\1419.csv
2025/08/19 00:15:23,EFEMScheduler,Sim Interface,File Copy Bak:C:\D2216\ThicknessInfo\1419.csv > C:\Measure\Bak\LotID_095055\2619_0819001522\1419.csv
2025/08/19 00:15:23,EFEMScheduler,Sim Interface,Delete file4:C:\D2216\SmartVirtualTrimmer1.07\AppData\GenRecipe\Recipe_auto_48-2618.csv
2025/08/19 00:15:23,EFEMScheduler,Sim Interface,Simulation START.txt Sim 2619
2025/08/19 00:15:28,EFEMScheduler,Sim Interface,File Copy Bak nResult:C:\D2216\SmartVirtualTrimmer1.07\AppData\Results\20250819T001527.csv > C:\Measure\Bak\LotID_095055\2619_0819001522\nResult.csv
2025/08/19 00:15:28,EFEMScheduler,Sim Interface,Scan Count Mode: ManualMode
2025/08/19 00:15:28,EFEMScheduler,Sim Interface,Scan Count : 1
2025/08/19 00:15:28,EFEMScheduler,Sim Interface,Process Complete1 Sim
2025/08/19 00:15:38,EFEMScheduler,Plus Step,SlotNo:44 Step:6
2025/08/19 00:15:38,EFEMScheduler,Plus Step,RESULT ROUTE:,144GB,344PB,344GA, 644PA
2025/08/19 00:15:38,EFEMScheduler,Transport,TransComplete Unit:6 Slot:2619
2025/08/19 00:15:38,EFEMScheduler,Transport,Setup Hnadoff Unit=5 Slot=1
2025/08/19 00:15:38,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:15:38,EFEMScheduler,Transport,Cmd=1: UnitNo=5: Slot=1:1:2607
2025/08/19 00:15:38,EFEM Robot,Send Command,GET,05,01,1,0
2025/08/19 00:15:45,EFEMScheduler,Plus Step,SlotNo:32 Step:7
2025/08/19 00:15:45,EFEMScheduler,Plus Step,RESULT ROUTE:,132GB,332PB,332GA,632PA, 532GA
2025/08/19 00:15:45,EFEMScheduler,Transport,TransComplete Unit:5 Slot:2607
2025/08/19 00:15:45,EFEMScheduler,Transport,Exchange:,Unit:1,Slot:32,Work:2607,GetHand: 2,PutHand: 1
2025/08/19 00:15:45,EFEMScheduler,Transport,Setup Hnadoff Unit=1 Slot=45
2025/08/19 00:15:45,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:15:45,EFEMScheduler,Transport,Cmd=1: UnitNo=1: Slot=45:2:2620
2025/08/19 00:15:45,EFEM Robot,Send Command,GET,02,20,2,0
2025/08/19 00:15:52,EFEMScheduler,Plus Step,SlotNo:45 Step:3
2025/08/19 00:15:52,EFEMScheduler,Plus Step,RESULT ROUTE:, 145GB
2025/08/19 00:15:52,EFEMScheduler,Transport,TransComplete Unit:1 Slot:2620
2025/08/19 00:15:52,EFEMScheduler,Transport,Setup Hnadoff Unit=1 Slot=32
2025/08/19 00:15:52,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:15:52,EFEMScheduler,Transport,Cmd=2: UnitNo=1: Slot=32:1:2607
2025/08/19 00:15:52,EFEM Robot,Send Command,PUT,02,07,1,0
2025/08/19 00:15:57,EFEMScheduler,Plus Step,SlotNo:32 Step:8
2025/08/19 00:15:57,EFEMScheduler,Plus Step,RESULT ROUTE:,132GB,332PB,332GA,632PA,532GA, 132PA
2025/08/19 00:15:57,EFEMScheduler,Transport,TransComplete Unit:1 Slot:2607
2025/08/19 00:15:57,EFEMScheduler,Transport,Setup Hnadoff Unit=3 Slot=20
2025/08/19 00:15:57,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:15:57,EFEMScheduler,Transport,Cmd=2: UnitNo=3: Slot=20:2:2620
2025/08/19 00:15:57,EFEM Robot,Send Command,PUT,03,01,2,0
2025/08/19 00:16:03,EFEMScheduler,Plus Step,SlotNo:45 Step:4
2025/08/19 00:16:03,EFEMScheduler,Plus Step,RESULT ROUTE:,145GB, 345PB
2025/08/19 00:16:03,EFEMScheduler,Transport,TransComplete Unit:3 Slot:2620
2025/08/19 00:23:15,EFEMScheduler,Transport,Setup Hnadoff Unit=3 Slot=1
2025/08/19 00:23:15,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:23:15,EFEMScheduler,Transport,Cmd=1: UnitNo=3: Slot=1:1:2620
2025/08/19 00:23:15,EFEM Robot,Send Command,GET,03,01,1,0
2025/08/19 00:23:22,EFEMScheduler,Plus Step,SlotNo:45 Step:5
2025/08/19 00:23:22,EFEMScheduler,Plus Step,RESULT ROUTE:,145GB,345PB, 345GA
2025/08/19 00:23:22,EFEMScheduler,Transport,TransComplete Unit:3 Slot:2620
2025/08/19 00:23:22,EFEMScheduler,Transport,EXC-SET
2025/08/19 00:23:22,EFEMScheduler,Transport,Setup Hnadoff Unit=6 Slot=20
2025/08/19 00:23:22,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:23:22,EFEMScheduler,Transport,Cmd=2: UnitNo=6: Slot=20:1:2620
2025/08/19 00:23:22,EFEM Robot,Send Command,PUT,06,01,1,0
2025/08/19 00:23:23,EFEMScheduler,Sim Interface,Running
2025/08/19 00:23:23,EFEMScheduler,Sim Interface,Check Point 1 Delete Folder C:\D2216\SmartVirtualTrimmer1.07\AppData\BeamData Data Count = 1
2025/08/19 00:23:23,EFEMScheduler,Sim Interface,Check Point 2 File Copy Source = C:\BeamData\0818 BeamProfile.csv  Target = C:\D2216\SmartVirtualTrimmer1.07\AppData\BeamData\0818 BeamProfile.csv
2025/08/19 00:23:23,EFEMScheduler,Sim Interface,Check Point 3 Make Dir = C:\Measure\Bak\LotID_095055\2620_0819002323
2025/08/19 00:23:23,EFEMScheduler,Sim Interface,Check Point 4 File Copy Source = C:\BeamData\0818 BeamProfile.csv  Target Folder = C:\Measure\Bak\LotID_095055\2620_0819002323\0818 BeamProfile
2025/08/19 00:23:23,EFEMScheduler,Sim Interface,Delete file ResultC:\D2216\SmartVirtualTrimmer1.07\AppData\Results\20250819T001527.csv
2025/08/19 00:23:23,EFEMScheduler,Sim Interface,Delete file Wafer:C:\D2216\SmartVirtualTrimmer1.07\AppData\WaferData\1419.csv
2025/08/19 00:23:23,EFEMScheduler,Sim Interface,File Copy Wafer:C:\D2216\ThicknessInfo\1420.csv > C:\D2216\SmartVirtualTrimmer1.07\AppData\WaferData\1420.csv
2025/08/19 00:23:23,EFEMScheduler,Sim Interface,File Copy Bak:C:\D2216\ThicknessInfo\1420.csv > C:\Measure\Bak\LotID_095055\2620_0819002323\1420.csv
2025/08/19 00:23:23,EFEMScheduler,Sim Interface,Delete file4:C:\D2216\SmartVirtualTrimmer1.07\AppData\GenRecipe\Recipe_auto_49-2619.csv
2025/08/19 00:23:23,EFEMScheduler,Sim Interface,Simulation START.txt Sim 2620
2025/08/19 00:23:28,EFEMScheduler,Sim Interface,File Copy Bak nResult:C:\D2216\SmartVirtualTrimmer1.07\AppData\Results\20250819T002328.csv > C:\Measure\Bak\LotID_095055\2620_0819002323\nResult.csv
2025/08/19 00:23:28,EFEMScheduler,Sim Interface,Scan Count Mode: ManualMode
2025/08/19 00:23:28,EFEMScheduler,Sim Interface,Scan Count : 1
2025/08/19 00:23:28,EFEMScheduler,Sim Interface,Process Complete1 Sim
2025/08/19 00:23:38,EFEMScheduler,Plus Step,SlotNo:45 Step:6
2025/08/19 00:23:38,EFEMScheduler,Plus Step,RESULT ROUTE:,145GB,345PB,345GA, 645PA
2025/08/19 00:23:38,EFEMScheduler,Transport,TransComplete Unit:6 Slot:2620
2025/08/19 00:23:38,EFEMScheduler,Transport,Setup Hnadoff Unit=5 Slot=1
2025/08/19 00:23:38,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:23:38,EFEMScheduler,Transport,Cmd=1: UnitNo=5: Slot=1:1:2617
2025/08/19 00:23:38,EFEM Robot,Send Command,GET,05,01,1,0
2025/08/19 00:23:46,EFEMScheduler,Plus Step,SlotNo:42 Step:7
2025/08/19 00:23:46,EFEMScheduler,Plus Step,RESULT ROUTE:,142GB,342PB,342GA,642PA, 542GA
2025/08/19 00:23:46,EFEMScheduler,Transport,TransComplete Unit:5 Slot:2617
2025/08/19 00:23:46,EFEMScheduler,Transport,Exchange:,Unit:1,Slot:42,Work:2617,GetHand: 2,PutHand: 1
2025/08/19 00:23:46,EFEMScheduler,Transport,Setup Hnadoff Unit=1 Slot=46
2025/08/19 00:23:46,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:23:46,EFEMScheduler,Transport,Cmd=1: UnitNo=1: Slot=46:2:2621
2025/08/19 00:23:46,EFEM Robot,Send Command,GET,02,21,2,0
2025/08/19 00:23:52,EFEMScheduler,Plus Step,SlotNo:46 Step:3
2025/08/19 00:23:52,EFEMScheduler,Plus Step,RESULT ROUTE:, 146GB
2025/08/19 00:23:52,EFEMScheduler,Transport,TransComplete Unit:1 Slot:2621
2025/08/19 00:23:52,EFEMScheduler,Transport,Setup Hnadoff Unit=1 Slot=42
2025/08/19 00:23:52,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:23:52,EFEMScheduler,Transport,Cmd=2: UnitNo=1: Slot=42:1:2617
2025/08/19 00:23:52,EFEM Robot,Send Command,PUT,02,17,1,0
2025/08/19 00:23:57,EFEMScheduler,Plus Step,SlotNo:42 Step:8
2025/08/19 00:23:57,EFEMScheduler,Plus Step,RESULT ROUTE:,142GB,342PB,342GA,642PA,542GA, 142PA
2025/08/19 00:23:57,EFEMScheduler,Transport,TransComplete Unit:1 Slot:2617
2025/08/19 00:23:57,EFEMScheduler,Transport,Setup Hnadoff Unit=3 Slot=21
2025/08/19 00:23:57,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:23:57,EFEMScheduler,Transport,Cmd=2: UnitNo=3: Slot=21:2:2621
2025/08/19 00:23:57,EFEM Robot,Send Command,PUT,03,01,2,0
2025/08/19 00:24:03,EFEMScheduler,Plus Step,SlotNo:46 Step:4
2025/08/19 00:24:03,EFEMScheduler,Plus Step,RESULT ROUTE:,146GB, 346PB
2025/08/19 00:24:03,EFEMScheduler,Transport,TransComplete Unit:3 Slot:2621
2025/08/19 00:30:30,EFEMScheduler,Transport,Setup Hnadoff Unit=3 Slot=1
2025/08/19 00:30:30,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:30:30,EFEMScheduler,Transport,Cmd=1: UnitNo=3: Slot=1:1:2621
2025/08/19 00:30:30,EFEM Robot,Send Command,GET,03,01,1,0
2025/08/19 00:30:36,EFEMScheduler,Plus Step,SlotNo:46 Step:5
2025/08/19 00:30:36,EFEMScheduler,Plus Step,RESULT ROUTE:,146GB,346PB, 346GA
2025/08/19 00:30:36,EFEMScheduler,Transport,TransComplete Unit:3 Slot:2621
2025/08/19 00:30:36,EFEMScheduler,Transport,EXC-SET
2025/08/19 00:30:36,EFEMScheduler,Transport,Setup Hnadoff Unit=6 Slot=21
2025/08/19 00:30:36,EFEMScheduler,Transport,SetTransCompleteCheckInfo
2025/08/19 00:30:36,EFEMScheduler,Transport,Cmd=2: UnitNo=6: Slot=21:1:2621
2025/08/19 00:30:36,EFEM Robot,Send Command,PUT,06,01,1,0
2025/08/19 00:30:37,EFEMScheduler,Sim Interface,Running
2025/08/19 00:30:37,EFEMScheduler,Sim Interface,Check Point 1 Delete Folder C:\D2216\SmartVirtualTrimmer1.07\AppData\BeamData Data Count = 1
2025/08/19 00:30:37,EFEMScheduler,Sim Interface,Check Point 2 File Copy Source = C:\BeamData\0818 BeamProfile.csv  Target = C:\D2216\SmartVirtualTrimmer1.07\AppData\BeamData\0818 BeamProfile.csv
2025/08/19 00:30:37,EFEMScheduler,Sim Interface,Check Point 3 Make Dir = C:\Measure\Bak\LotID_095055\2621_0819003037
2025/08/19 00:30:37,EFEMScheduler,Sim Interface,Check Point 4 File Copy Source = C:\BeamData\0818 BeamProfile.csv  Target Folder = C:\Measure\Bak\LotID_095055\2621_0819003037\0818 BeamProfile
2025/08/19 00:30:37,EFEMScheduler,Sim Interface,Delete file ResultC:\D2216\SmartVirtualTrimmer1.07\AppData\Results\20250819T002328.csv
2025/08/19 00:30:37,EFEMScheduler,Sim Interface,Delete file Wafer:C:\D2216\SmartVirtualTrimmer1.07\AppData\WaferData\1420.csv
2025/08/19 00:30:37,EFEMScheduler,Sim Interface,File Copy Wafer:C:\D2216\ThicknessInfo\1421.csv > C:\D2216\SmartVirtualTrimmer1.07\AppData\WaferData\1421.csv
2025/08/19 00:30:37,EFEMScheduler,Sim Interface,File Copy Bak:C:\D2216\ThicknessInfo\1421.csv > C:\Measure\Bak\LotID_095055\2621_0819003037\1421.csv
2025/08/19 00:30:37,EFEMScheduler,Sim Interface,Delete file4:C:\D2216\SmartVirtualTrimmer1.07\AppData\GenRecipe\Recipe_auto_50-2620.csv
2025/08/19 00:30:38,EFEMScheduler,Sim Interface,Simulation START.txt Sim 2621
2025/08/19 00:30:43,EFEMScheduler,Sim Interface,File Copy Bak nResult:C:\D2216\SmartVirtualTrimmer1.07\AppData\Results\20250819T003042.csv > C:\Measure\Bak\LotID_095055\2621_0819003037\nResult.csv
2025/08/19 00:30:43,EFEMScheduler,Sim Interface,Scan Count Mode: ManualMode
2025/08/19 00:30:43,EFEMScheduler,Sim Interface,Scan Count : 1
